oldcode,state,povrate60,hsspend_per_kid_68,hsspend_per_kid_72,socspend_per_cap72,age5_9_sum2,age5_9_injury_rate,age25plus_sum2,rate_5964,pop60,pct_urban_1960,pct_black_1960
14022,14,5.4787998,1.1420721,40.794098,336.56766,2.5013981,9.6482496,62.803665,5.1212454,313972,85.5,.2
14023,14,28.619944,0,0,437.84818,5.7067852,11.41357,151.87311,0,22744,43.599998,.40000001
14024,14,31.957592,0,0,474.24963,0,0,162.29224,0,7966,0,.2
14025,14,23.92646,374.651,258.76328,415.99683,0,18.487705,158.43256,0,23272,35.400002,0
14026,14,28.736355,0,0,422.72601,0,29.18004,167.71202,0,21986,25.200001,1.9
14027,14,20.332298,0,0,373.82309,8.3187752,0,159.35255,0,16876,47.099998,.30000001
14028,14,31.813906,0,0,800.56982,0,6.0472288,149.66023,5.2960491,39428,48.099998,.1
14029,14,20.286591,14.224931,0,458.48294,5.5763121,11.152624,125.76009,8.6288719,41992,45.299999,.30000001
14030,14,52.612778,0,115.22053,547.46021,0,0,179.42583,45.413261,7586,0,1.1
14031,14,30.608442,0,0,506.95016,7.0274067,21.08222,171.71582,0,17486,31.9,.1
14032,14,13.053613,0,0,285.07632,0,25.001785,111.30228,6.9618492,22414,48.299999,.1
14033,14,38.542187,0,0,582.04388,0,30.740854,128.09038,19.794142,10053,29.5,0
14034,14,25.911949,0,0,460.84119,0,10.755579,121.61401,0,24422,13.5,.1
14035,14,43.879471,266.10645,228.99757,626.24341,23.607176,47.214352,218.59988,0,5841,0,.30000001
14036,14,26.671537,0,0,372.12875,0,38.724667,111.48855,0,8215,0,.1
14037,14,19.49683,0,0,340.10785,0,9.9393702,126.60105,3.3081911,49213,55.200001,1
14038,14,21.395418,0,0,396.17142,3.5258443,17.629223,98.996094,9.7924013,33803,15.6,.40000001
14039,14,28.460339,99.204819,151.84956,489.79367,5.3520298,16.056089,110.21273,0,42406,55.400002,6.9000001
14040,14,32.920353,0,0,395.71826,0,10.474495,163.88475,0,11384,25.6,0
14041,14,27.733644,21.58696,21.830139,520.37555,6.6724496,20.017349,161.5056,0,32895,48.200001,2.8
14042,14,21.478785,0,0,327.46484,0,11.657729,126.134,9.3580389,16702,43.599998,.30000001
14043,14,24.891806,0,0,339.98163,0,9.3707542,142.24945,7.2621641,21657,29.799999,0
14044,14,40.80608,0,0,573.07416,0,29.312618,125.92138,0,6972,0,.30000001
14045,14,8.5831833,16.313244,19.919922,352.31326,1.9254985,13.09339,88.370888,3.0385902,207025,82.400002,2.2
14046,14,15.514885,39.94556,45.359142,413.02859,4.2997346,26.873341,104.51046,9.3738279,92039,49.099998,8.6999998
14047,14,12.622036,0,0,184.70615,0,19.574944,71.718628,0,17286,19.1,0
14048,14,14.753703,11.95093,12.478882,398.91187,2.0288503,14.201952,128.10944,5.7560582,61334,70.599998,2.9000001
14049,14,7.9627004,40.93256,75.243904,304.26895,1.2874718,13.389708,80.337143,6.188693,293665,78.300003,4
14050,14,12.419903,2.0380654,0,362.19867,0,12.271033,137.67485,5.884603,110657,66.099998,.5
14051,14,27.385532,0,0,528.02362,0,14.271442,208.71422,9.6562376,18672,29.6,1
14052,14,19.125025,0,0,346.79526,3.3017466,9.9052401,118.31599,12.623075,39189,50.5,2.0999999
14053,14,17.454018,3.6864092,0,321.74072,6.0983047,9.1474571,115.84609,4.1030693,40778,36,2.3
14054,14,15.86318,0,31.570862,355.10614,4.20327,16.81308,113.05902,0,33859,50.200001,1.6
14055,14,24.017628,0,0,323.67227,0,4.2320876,130.85567,6.4102564,28844,54.799999,.40000001
14056,14,10.446443,13.25118,0,396.85419,.76540959,16.839012,89.353134,3.4686091,84309,40.900002,0
14057,14,16.840132,24.410955,24.794138,320.45657,2.2846177,5.711544,96.466026,8.1589365,83572,59.200001,1.5
14058,14,15.32366,37.611111,28.068342,389.21912,1.7469232,16.59577,120.57181,5.2688427,118687,75.699997,5.0999999
14059,14,24.416235,54.880135,67.355896,478.42764,5.0220971,12.555243,160.72513,4.1192946,43526,38,.1
14060,14,13.614119,25.542221,61.766884,358.04248,1.3859373,11.549478,111.04966,3.4409668,226215,71.800003,5.3000002
14061,14,27.35318,0,135.79535,490.62177,0,22.755718,180.68576,18.096272,39806,49.799999,3.4000001
14062,14,21.619164,0,0,345.73523,0,8.1699343,125.44315,0,13287,0,0
14063,14,22.570103,45.498058,32.613007,425.30414,0,18.416206,126.23898,0,15392,28.700001,0
14064,14,34.604229,0,0,512.11609,8.4552298,33.820919,222.02838,0,14594,51.200001,7.0999999
14065,14,21.05377,0,0,405.38565,0,41.339397,193.0269,0,9333,0,.2
14066,14,26.615366,0,0,384.84735,0,5.7359185,150.80222,9.8853302,17140,18,.1
14067,14,13.90946,0,0,301.60373,0,17.860332,93.179863,0,15775,44.599998,0
14068,14,26.642521,0,0,437.94745,3.8207314,15.282926,132.31224,5.5555553,31731,37,.40000001
14069,14,20.581261,17.676004,0,524.44659,0,17.080002,123.93629,16.388069,36746,59.299999,3.3
14070,14,23.196474,0,0,489.57022,0,0,126.8171,12.300123,13390,28.9,0
14071,14,19.064175,0,0,308.25226,2.4145257,24.145258,112.8923,4.0690103,37876,42.900002,.1
14072,14,14.801754,31.207029,33.387482,407.46536,1.1550945,14.438682,114.6636,6.172513,189757,81.5,5.4000001
14073,14,28.811275,0,0,485.7706,0,33.06514,137.28893,0,19352,50.299999,1.9
14074,14,18.343983,0,0,369.77692,0,0,128.51196,0,15103,21.5,0
14075,14,34.18507,0,81.650795,500.13342,12.984484,25.968967,125.59392,8.6400557,20637,19.9,0
14076,14,47.788052,339.18466,0,636.9873,0,60.404713,217.4218,0,4022,0,1.7
14077,14,51.788536,1627.0853,3951.0894,1044.8381,13.415616,53.662464,216.76674,0,10766,0,36.200001
14078,14,16.718472,0,0,374.03036,0,0,101.57983,34.794712,4504,0,.30000001
14079,14,24.408289,92.962135,100.27313,382.15463,0,11.265067,101.67326,12.771392,29781,26.4,4.8000002
14080,14,26.436708,0,0,491.94781,0,35.343182,125.39503,0,15979,53.900002,.2
14081,14,11.213561,88.958176,96.666824,352.84567,2.0730689,16.584551,111.21728,5.3864217,151307,83.599998,2.8
14082,14,20.578985,105.04762,88.614006,503.41727,3.1186774,26.508759,119.04791,4.9719911,262996,81.800003,18.200001
14083,14,39.865582,77.940437,81.119339,768.53815,4.8847208,24.423603,171.57724,16.252235,26529,48.599998,3.2
14084,14,15.600868,19.360519,64.830391,1149.4301,2.7575936,13.787969,114.28432,1.1528441,148129,76,4
14085,14,32.257694,0,0,477.49478,0,15.537601,111.01321,20.128824,8773,32.200001,0
14086,14,31.693562,0,0,428.09055,0,0,113.40604,0,6429,0,0
14087,14,29.670099,0,0,431.82965,0,10.050756,169.06985,7.0531812,23870,20.6,0
14088,14,24.125832,0,0,428.0293,0,16.686134,137.17421,21.097046,8303,0,.1
14089,14,17.909428,61.194,67.418144,365.85846,0,9.4701452,108.78127,3.5280836,46152,57.599998,3.0999999
14090,14,10.854606,10.679052,15.116262,238.54065,.82338411,13.99753,98.649345,0,99554,69.900002,0
14091,14,29.492428,0,0,596.53412,0,25.551487,127.88834,13.144059,17640,24.299999,1.6
14092,14,19.266624,169.07513,168.50537,428.42242,1.1975905,11.975904,160.89243,6.7517385,96040,63.200001,5.4000001
14093,14,20.471355,0,0,401.7117,8.8786287,26.635887,117.09994,0,13936,61.200001,0
14094,14,22.893211,29.58201,29.963364,411.37302,0,5.4608998,115.02793,0,21994,48,1.5
14095,14,24.678354,517.37384,0,435.13644,0,25.926886,145.1098,0,13455,19.200001,0
14096,14,29.609545,0,0,453.93436,0,0,149.21039,0,19390,33.5,0
14097,14,28.362741,765.70483,795.09625,562.51154,0,16.249594,179.44911,0,19379,31.799999,.30000001
14098,14,18.676737,23.706415,30.872601,333.31171,1.6600816,13.280653,126.79124,2.3874326,59955,55.900002,.2
14099,14,11.120771,46.88945,46.575874,324.28415,.95939827,15.030573,74.971863,8.0554209,191613,70.699997,.2
14100,14,28.245098,0,0,607.65631,0,11.384336,152.78354,0,45997,59.200001,1.5
14101,14,11.833983,23.863523,26.966618,387.36108,1.750639,19.257029,96.996452,2.812109,211631,83.599998,4.0999999
14102,14,15.755563,0,0,312.79272,3.3787208,13.514883,98.907936,53.304905,25399,10.3,0
14103,,,,,,,,,0,,,
15001,15,15.064563,0,0,297.59592,3.3242471,3.3242471,89.436607,5.7372346,24455,44.5,0
15002,15,12.501765,76.218582,83.268051,314.18997,1.1082542,15.51556,93.520325,5.0449634,232058,77.300003,5
15003,15,15.9379,74.656433,85.622269,457.00275,1.6326264,4.8978791,109.54479,3.0474796,48713,43.299999,.69999999
15004,15,25.441364,0,0,366.8718,0,10.615711,119.52251,0,11787,0,.1
15005,15,17.833931,0,0,310.1265,0,20.408163,133.60054,0,15169,55.799999,0
15006,15,18.323771,0,0,320.11984,0,16.284523,121.08478,0,27748,34.599998,.1
15007,15,26.571304,0,0,212.24577,0,20.552872,85.288986,0,6942,0,0
15008,15,21.615618,0,0,315.14548,11.82942,11.82942,106.56112,9.5020905,17227,14.9,.1
15009,15,16.732901,0,0,338.29248,0,8.4721832,130.32294,8.5667782,40965,51.599998,.80000001
15010,15,18.614456,63.695255,129.4682,330.63129,1.2066656,10.85999,108.83896,8.9509487,63120,68.5,4.5
15011,15,23.537489,155.97464,0,445.76025,0,24.957573,181.9614,0,24091,36.599998,.80000001
15012,15,19.107773,0,0,353.26285,0,25.112108,157.95325,10.843635,30240,49.700001,.1
15013,15,42.162098,0,0,457.20651,0,35.256786,140.7543,0,8612,0,0
15014,15,27.649599,0,0,313.41968,0,19.966455,142.46793,6.0408359,27263,40.700001,.40000001
15015,15,17.756018,1034.8783,927.62488,334.00372,3.2326889,22.628822,116.11242,0,28447,46.799999,.80000001
15016,15,26.415857,0,0,320.06949,4.2560434,12.76813,138.05386,8.1459761,20042,33,0
15017,15,15.932877,9.537817,28.613449,300.45853,3.136271,6.272542,108.21866,0,28389,37.900002,.1
15018,15,17.111742,31.81102,55.992496,298.11087,.9251036,19.427176,121.37834,4.3077455,110863,69.900002,5.1999998
15019,15,23.483351,62.562038,64.121338,259.79633,3.2515037,3.2515037,98.687508,10.091836,27751,39.599998,0
15020,15,12.588121,0,0,304.36209,.78185469,20.328222,92.335114,2.7959514,106705,54.200001,2.0999999
15021,15,23.455584,13.395501,0,343.64777,0,11.0595,133.03897,0,24660,72.400002,2
15022,15,20.997702,220.03566,217.5927,351.32285,3.7504454,7.5008907,119.33111,5.9101653,51731,73.599998,3.9000001
15023,15,21.065689,390.21292,386.63657,395.51624,0,17.674089,176.18463,9.4375238,18621,38,0
15024,15,33.208042,0,0,250.40666,0,10.519671,122.62634,0,17027,15.3,0
15025,15,21.209053,0,0,346.46198,6.0764418,12.152884,108.11247,0,16895,28.799999,.2
15026,15,25.796972,0,0,388.12442,3.7221768,22.333061,138.27953,5.688282,29531,36.5,2.2
15027,15,15.728773,17.173065,19.555294,299.17493,2.7236452,17.703695,114.55689,2.1041114,76048,63.400002,4.1999998
15028,15,29.801424,0,0,461.75095,0,3.9766176,141.64026,14.324595,26636,21.799999,0
15029,15,12.920898,0,0,215.01688,2.6542096,14.598153,83.175926,15.082956,40216,27.6,.80000001
15030,15,15.590141,0,0,249.89343,0,19.01683,100.58105,0,26633,33.900002,.2
15031,15,25.811605,0,0,340.75357,0,33.230873,114.15525,16.212711,19478,14.1,.60000002
15032,15,11.976181,0,0,234.81862,0,15.554276,104.25678,3.5385704,41174,32.299999,.60000002
15033,15,20.635527,58.574158,92.815102,358.23718,2.0454917,20.454918,105.14658,0,48288,41.599998,.89999998
15034,15,15.172642,0,0,301.39548,0,14.514841,103.77708,4.3510423,70019,67.900002,3.7
15035,15,17.058165,0,0,323.91422,3.1960113,0,126.75415,4.8761458,33756,47.900002,0
15036,15,21.08478,0,0,304.45294,3.0525963,12.210385,131.39262,5.2675939,31371,38.099998,.5
15037,15,21.769085,0,0,312.85037,4.3461256,8.6922512,108.2837,0,19034,25.200001,0
15038,15,19.776485,205.37709,314.39087,361.85449,4.5635009,27.381006,126.04705,0,22475,43.900002,.40000001
15039,15,25.910364,203.00499,0,389.80338,0,28.275974,153.65335,0,24002,42,1.6
15040,15,25.211584,0,0,275.28683,0,18.347782,110.06544,0,17193,23.5,1.7
15041,15,13.353102,0,0,275.32532,0,11.091854,101.72066,3.2698972,44202,54.200001,.80000001
15042,15,26.099403,176.57254,419.09604,448.78448,0,12.60041,167.1012,7.9974408,41960,52.799999,.60000002
15043,15,18.55908,0,0,297.63168,5.7712283,25.008657,108.75614,12.004802,40049,17.9,.2
15044,15,28.84988,0,0,230.85878,0,27.865826,87.4991,0,17101,0,0
15045,15,14.200255,50.617573,53.620922,405.57141,1.8031808,22.639936,109.05692,7.1505971,513847,93.599998,17
15046,15,12.945962,155.192,153.61729,340.50854,3.0766389,16.408741,98.931709,8.2778711,95832,60.799999,5.0999999
15047,15,24.8055,76.332336,178.84593,415.6362,2.6589379,31.907257,141.40105,13.213531,36700,45.299999,.30000001
15048,15,15.01224,25.147991,104.42854,321.83069,3.1823318,14.320493,111.50252,5.1695614,125213,57.900002,4
15049,15,14.552155,65.838188,74.621262,582.77002,1.9209428,17.436251,119.14822,6.9865136,698759,91.199997,14.3
15050,15,18.603222,0,0,308.16727,2.8522532,25.67028,131.76421,8.99928,32765,32.700001,.2
15051,15,29.896616,411.21237,0,343.10602,0,18.738874,129.61763,0,10757,26.9,.30000001
15052,15,21.74213,0,0,250.2469,5.1817498,7.772625,126.30796,8.6088152,37950,38,1.7
15053,15,18.26589,195.97444,70.221634,626.7215,1.6088034,12.870427,81.805466,3.1494079,59579,52.900002,1.2
15054,15,17.27187,0,0,364.61951,0,6.559958,147.4084,0,32446,44.299999,.60000002
15055,15,18.71172,0,0,273.49127,0,9.9115887,117.98228,8.3042688,33940,33.599998,0
15056,15,23.569994,0,0,331.28381,0,22.008657,110.2216,26.00104,11484,0,.1
15057,15,16.696486,0,0,322.24939,0,35.48616,133.937,5.562973,28340,33.200001,0
15058,15,25.414225,0,0,340.4733,0,23.272051,131.50652,0,3974,0,1.2
15059,15,32.393772,0,0,396.32425,0,19.164431,183.33742,0,16963,16.299999,.89999998
15060,15,30.214304,0,0,369.50671,7.3849788,14.769958,144.94972,0,11454,22.4,.1
15061,15,28.592182,0,757.37311,450.02466,14.486455,14.486455,105.9173,0,14929,18.6,.2
15062,15,29.215124,177.16444,178.86053,359.02701,5.9199619,17.759886,151.97568,8.1221571,17127,38.400002,.1
15063,15,31.05954,0,0,422.46234,0,0,165.60046,0,12855,23,.1
15064,15,10.293327,0,0,243.17412,1.8770883,10.323985,83.363876,4.9810719,60115,53.599998,.1
15065,15,27.850128,0,0,310.16147,4.3871193,4.3871193,87.541054,8.0012798,18866,31.1,1.4
15066,15,27.113337,0,0,338.1243,0,39.827942,126.00562,11.29178,12788,0,.30000001
15067,15,19.360001,0,139.7856,327.33887,0,23.933752,117.27867,0,25108,34.099998,1.6
15068,15,20.464609,0,0,364.02179,3.6971309,22.182787,140.57588,5.9396529,28560,34.400002,.30000001
15069,15,26.22209,0,0,343.62616,0,17.429953,128.21123,7.5346594,20348,16.200001,0
15070,15,24.534271,0,0,327.84885,0,10.626428,161.52859,7.6277652,20424,35.599998,1.2
15071,15,11.326916,0,122.38568,416.68787,.500085,15.502635,101.52465,6.267549,239101,83.199997,5.9000001
15072,15,31.387264,0,377.42581,365.51154,5.0528016,5.0528016,146.50728,10.224949,14532,52.200001,0
15073,15,17.406195,0,0,283.22116,5.2521009,18.382353,133.89148,13.469828,33475,42,1.1
15074,15,31.761066,0,0,343.41251,0,23.682652,138.08899,0,16407,0,1.2
15075,15,27.171925,0,0,356.95071,0,43.298374,144.29033,0,18217,19.299999,.1
15076,15,22.667797,74.233368,71.986526,364.27054,4.9716616,14.914985,112.88047,11.096316,17249,27.6,.1
15077,15,26.901745,0,0,528.55499,0,17.941511,149.05669,8.1300812,22200,22.9,.2
15078,15,28.716578,0,0,445.55978,0,17.280111,130.26205,0,7480,0,.2
15079,15,13.494426,0,43.024033,323.76007,1.1643341,13.97201,103.35901,2.0224082,89682,61.700001,.69999999
15080,15,18.651472,0,0,277.60001,0,13.374348,100,0,15870,35.299999,0
15081,15,26.732224,0,0,260.51505,0,0,140.56131,0,6642,0,1
15082,15,21.593479,75.228539,84.38813,401.30728,0,15.748156,129.87595,6.6899862,165659,86.599998,5.8000002
15083,15,23.317144,0,0,463.86411,0,41.138157,179.05327,0,17852,33,.1
15084,15,21.472387,48.649803,56.128067,412.0932,2.3892865,14.335719,159.59935,4.9766097,108551,75.099998,4.4000001
15085,15,16.796789,0,0,294.46292,15.872008,15.872008,144.58884,5.1583619,32735,52.099998,.2
15086,15,25.128265,0,0,290.98105,12.362468,24.724936,173.57153,0,8402,0,0
15087,15,27.236366,0,0,346.72745,0,10.455056,95.501381,0,23391,20.4,1.1
15088,15,30.434298,0,0,335.16443,0,24.802818,118.6383,17.8731,17961,25.5,0
15089,15,18.07893,128.40065,166.56096,353.51276,0,14.362451,127.15502,4.4238,74265,63.099998,4.8000002
15090,15,16.472181,0,0,306.48251,0,8.5386162,82.339973,14.380213,21584,29.4,0
15091,15,19.551701,0,0,443.09265,0,23.930315,131.91125,0,19978,20.5,0
15092,15,16.197483,0,0,312.06369,0,16.670834,109.52972,0,21176,22.9,0
16001,16,34.245686,0,0,369.75439,0,27.750797,174.58366,0,10807,0,0
16002,16,32.768661,0,0,383.6286,0,23.832222,153.54619,0,7611,0,0
16003,16,40.504452,0,0,380.50574,7.4404764,7.4404764,225.2067,9.2336102,16303,22.799999,0
16004,16,36.374371,0,0,541.66388,0,8.1473036,234.08104,13.164824,16279,41.400002,.80000001
16005,16,34.004597,0,0,351.00781,0,0,156.07693,13.408421,11008,26.799999,0
16006,16,24.25482,89.064247,221.82524,326.75375,0,9.8916864,129.5778,0,23263,32.900002,.1
16007,16,11.058332,152.90506,300.7959,370.83624,0,19.89826,101.13783,2.3305135,122477,84,4
16008,16,20.470316,0,0,374.72763,0,5.0125313,141.42049,0,28432,44.5,.1
16009,16,22.732285,0,0,327.23666,0,14.783422,118.58879,23.353573,20948,30.1,.1
16010,16,27.191372,64.2444,0,334.92642,8.7638578,21.909645,127.93647,6.6666665,22548,24.700001,.1
16011,16,25.627483,0,0,360.07056,0,25.667351,157.48959,7.4139977,21661,36.5,0
16012,16,26.42837,0,0,359.14941,0,25.994282,136.10599,0,17861,0,0
16013,16,25.015837,0,0,411.77713,0,9.7694416,207.50641,0,15980,0,.1
16014,16,26.320763,62.849163,265.2861,377.21542,0,18.873266,109.98524,0,23637,32.799999,0
16015,16,27.558475,0,0,415.34604,0,14.494854,166.61682,18.950161,17840,38.5,.1
16016,16,27.173668,0,0,321.39734,0,19.341112,115.03698,0,17909,16.1,0
16017,16,16.282351,123.71602,192.26299,415.81009,0,13.270344,167.44383,15.17635,50443,73.800003,.40000001
16018,16,31.281693,0,0,360.64856,0,7.4107013,160.56372,0,18509,41.5,.1
16019,16,31.048063,0,0,351.03815,0,35.617611,163.22377,0,15153,23,0
16020,16,32.932152,267.9299,0,429.21646,0,30.623182,121.48956,21.843599,8516,0,0
16021,16,25.444597,0,0,336.97736,0,38.030045,101.20802,15.360983,18350,47.900002,0
16022,16,35.302383,0,0,373.62903,5.4168248,27.084124,143.10852,0,22187,0,0
16023,16,16.612617,82.136719,0,344.38934,1.9701328,19.701328,140.56032,5.7411871,55817,66.900002,.60000002
16024,16,31.025957,0,0,321.11288,0,0,156.32837,0,18686,26.5,0
16025,16,19.338781,0,0,386.66858,0,3.9054873,142.73019,0,24347,26.700001,.5
16026,16,30.087162,0,0,448.37091,0,0,128.11868,0,9367,30.1,.1
16027,16,38.681232,82.462891,772.43262,525.22339,0,0,230.67677,0,10692,0,0
16028,16,36.911282,0,0,298.81619,5.3697042,32.218224,100.57291,7.5861025,18424,24.200001,0
16029,16,13.488247,261.77734,277.66577,375.14941,0,12.808033,171.13766,7.2653298,45085,78.400002,1.1
16030,16,30.873058,0,0,409.97534,8.7873459,0,134.86635,0,12896,21.4,0
16031,16,16.793354,35.621708,86.019241,327.44452,0,7.733952,118.76572,7.3607893,79676,75.099998,.1
16032,16,24.65155,0,0,361.64038,0,8.7780895,159.14064,0,14571,53.299999,0
16033,16,28.369972,0,0,363.30917,4.5745654,13.723697,161.53705,0,28779,37.900002,.1
16034,16,22.510576,0,0,368.22559,0,5.7706733,179.87416,0,21360,47.200001,0
16035,16,24.215849,0,0,367.53979,0,19.627085,145.72194,10.469011,15707,29.1,0
16036,16,30.545664,0,0,425.961,0,26.350462,193.32349,0,10519,0,0
16037,16,27.753996,0,0,398.81174,0,30.915087,123.22784,0,14050,31.799999,0
16038,16,23.999437,0,0,301.76004,0,8.7039776,118.9887,23.148148,14246,0,0
16039,16,35.544476,0,0,461.32565,0,10.851871,185.64503,0,13935,0,0
16040,16,21.739563,0,354.77151,361.5585,0,6.9218521,172.01978,0,20160,42.5,.1
16041,16,31.342773,0,0,370.20413,8.5005102,0,199.55852,0,14694,0,0
16042,16,22.054476,0,0,400.76862,0,18.222681,163.54414,22.065313,22804,39,.1
16043,16,29.399538,0,0,395.00369,0,7.1128817,139.75659,0,17445,20.299999,.1
16044,16,22.292381,0,0,413.71149,0,0,117.60352,0,18249,40.400002,.5
16045,16,39.528442,0,0,391.64133,10.814318,43.257271,161.10626,0,12805,29.9,0
16046,16,22.065941,0,0,370.7948,0,10.194719,143.40977,0,13276,30.6,0
16047,16,28.790806,0,0,397.29053,0,13.791202,139.75333,0,10379,0,0
16048,16,26.235167,0,0,336.1048,0,23.601604,125.41846,0,16655,0,0
16049,16,29.385986,0,0,315.7709,4.7936339,19.174536,145.23145,0,20981,28.5,0
16050,16,17.34293,0,0,366.20126,0,9.8016796,132.85522,4.4984255,35153,43.599998,.1
16051,16,22.445902,0,149.16579,375.18765,0,16.619577,145.38541,0,15905,50.900002,.30000001
16052,16,19.996262,73.261299,76.344101,522.19873,1.8415189,25.781265,70.520584,0,54308,62.299999,.60000002
16053,16,29.257357,0,0,311.94482,0,23.164234,150.02263,7.2716694,20917,37.700001,.30000001
16054,16,29.226549,0,0,454.38571,0,9.237875,199.18324,0,15495,0,0
16055,16,30.563986,0,0,313.03964,0,0,148.62788,0,25549,22.5,0
16056,16,20.111929,0,0,335.6796,0,16.8218,139.29259,3.6734993,44541,71.400002,2.4000001
16057,16,12.055438,25.744057,74.976006,317.19354,2.654104,13.934046,103.86307,6.8502536,137852,78.699997,.89999998
16058,16,24.174334,0,0,385.42126,0,9.2472725,140.04294,15.403574,10399,0,0
16059,16,30.308329,0,0,522.20605,0,37.425148,167.98958,17.111567,11087,46.200001,.1
16060,16,35.558128,77.784637,0,311.74362,8.4473724,16.894745,111.702,0,14739,19.200001,0
16061,16,28.435553,0,0,417.94427,0,0,162.47435,0,12356,29.6,0
16062,16,26.434498,0,0,410.04373,0,34.718204,127.20943,14.480163,23500,46.799999,.2
16063,16,23.139072,0,0,492.34555,0,12.67802,162.05611,0,26382,50.299999,.30000001
16064,16,16.488262,0,0,328.26932,0,13.718551,135.67284,8.4324141,38239,59.5,.69999999
16065,16,28.47826,0,0,409.30554,0,8.7834873,135.23366,0,13196,36.700001,.1
16066,16,30.182947,0,0,381.70203,0,9.4428711,158.92375,0,14575,26.700001,0
16067,16,33.747604,0,0,426.94342,0,10.686044,197.38583,0,14187,22.799999,0
16068,16,29.349556,0,0,515.93353,13.403029,53.612118,239.04002,16.388069,10834,43.799999,.5
16069,16,26.926836,608.20978,0,436.3782,0,29.016346,133.44814,0,14518,44.400002,.1
16070,16,18.886703,103.29438,0,437.46698,2.6498489,21.198792,149.67365,0,33954,62,.40000001
16071,16,25.486526,0,0,375.76474,0,22.187708,111.02593,8.0906153,18921,22.6,0
16072,16,32.500969,0,0,375.1163,0,0,159.75311,14.136273,10386,28.299999,0
16073,16,29.051912,0,0,475.02567,6.9046469,0,151.98029,0,21469,54.599998,.2
16074,16,37.333969,775.8739,953.24304,421.15134,9.248127,27.744381,142.07625,9.4108791,14743,26.4,0
16075,16,30.356619,345.04868,260.75238,329.40564,0,0,150.67207,0,24350,28.299999,0
16076,16,28.174873,0,0,397.78223,0,21.001785,260.08298,0,14748,0,0
16077,16,12.33764,64.452759,109.59314,594.74609,0,14.852337,110.3506,4.185051,267946,91.699997,4
16078,16,16.858284,0,0,304.20319,1.2592872,12.592873,127.8171,12.307909,84192,72.900002,.69999999
16079,16,26.396938,0,0,354.82318,0,32.419113,125.31848,8.5822172,19374,38.200001,.1
16080,16,44.084526,0,0,457.79697,0,68.337128,100.91043,0,7944,0,0
16081,16,26.215683,0,0,389.48178,0,26.721296,127.80071,35.631569,16873,19.700001,0
16082,16,12.632908,42.586014,105.26949,330.36066,1.3501471,18.90206,107.84133,3.8834951,119352,64.800003,1.6
16083,16,34.80336,179.41025,826.59033,342.57599,0,29.819592,119.44453,9.1024942,16025,27.5,0
16084,16,31.160078,0,0,331.7131,0,11.563367,143.5087,10.281719,26667,19.9,0
16085,16,16.584051,54.014248,67.225014,319.7504,0,18.093407,103.95184,0,49537,63.299999,.30000001
16086,16,26.66884,0,0,387.74557,0,12.472716,159.93541,0,21895,27,.2
16087,16,41.043461,0,0,469.01593,0,16.385384,202.22617,18.214935,10333,0,.1
16088,16,31.381271,54.237228,247.62549,522.31024,0,17.102787,205.239,0,13942,55.900002,.1
16089,16,35.033352,0,0,466.06964,0,0,163.42961,0,9867,0,.1
16090,16,19.458273,181.45709,280.40576,494.17734,0,9.548666,153.06047,6.8728523,46719,73.400002,1
16091,16,18.507448,0,0,374.60886,5.9222412,8.8833618,98.367897,0,21275,33.900002,0
16092,16,25.667299,0,0,399.67682,5.936832,17.810495,129.71059,8.0906153,19803,31.1,.1
16093,16,38.671158,0,0,513.33612,0,0,222.02191,0,9883,0,0
16094,16,17.352285,75.852699,0,364.82507,2.6271544,10.508617,154.46516,3.0973177,47619,59.400002,.69999999
16095,16,24.592499,0,0,368.88684,0,19.455254,141.20889,0,12842,22.4,0
16096,16,33.289932,342.26764,403.5838,405.87369,0,5.8183513,154.817,7.4471254,21869,29.700001,0
16097,16,17.947184,0,41.212772,431.00134,1.1169441,12.286385,155.52531,4.187254,107804,83.400002,1.2
16098,16,24.795219,0,0,363.51584,0,0,156.61957,15.518312,10389,0,.40000001
16099,16,19.278524,0,0,382.62228,0,0,149.9104,7.773632,19652,52,0
17001,17,31.124435,0,0,460.66278,0,40.963459,200.82033,0,16305,42.099998,1.9
17002,17,29.061234,0,0,464.05951,0,30.883261,177.1087,19.607843,9182,33.599998,.2
17003,17,23.915781,213.93164,0,407.75842,0,13.330667,162.34763,0,21172,60,6.8000002
17004,17,20.751238,0,0,388.48633,0,40.09623,216.80328,0,8717,35.299999,.30000001
17005,17,15.327413,0,0,304.96951,11.82872,7.8858132,122.505,13.051423,32825,73.099998,1.8
17006,17,32.563942,660.37775,0,596.39368,0,8.9790783,172.24792,12.354831,16192,58.5,3.5999999
17007,17,33.756405,0,646.17786,510.91486,0,11.206993,173.77258,0,13183,25.6,1
17008,17,16.41571,0,78.851341,346.82187,0,13.828581,103.77773,3.9796243,38213,49.400002,.5
17009,17,28.720163,0,0,536.79578,0,78.585464,152.30725,0,3984,0,1.3
17010,17,37.224518,0,0,580.5127,0,92.42144,204.93985,0,5862,0,.89999998
17011,17,30.299488,0,0,508.77487,0,27.338837,176.58035,0,22365,52.599998,1.2
17012,17,24.671341,0,0,373.09445,0,35.829453,181.90898,0,4722,0,0
17013,17,26.700478,0,0,418.08701,0,0,130.65326,0,3381,0,0
17014,17,24.542297,0,0,451.14459,0,14.448779,190.45695,0,10737,43.200001,.1
