schlcode,sc_size,sc_boys,sc_girls,mrkgrm,mrkmth,classize,pct_dis,class_id,regioncode,n_classes
31077,90,53,37,67,67,35,13,561,Reg4,2
31078,75,34,41,74,80,38,4,562,Reg4,2
31078,75,34,41,74,80,37,4,563,Reg4,2
31079,74,28,46,78,72,28,12,564,Reg4,3
31079,74,28,46,78,72,23,12,565,Reg4,3
31079,74,28,46,78,72,23,12,566,Reg4,3
31083,20,8,12,67,73,20,38,567,Reg4,1
31084,69,38,31,86,85,35,8,568,Reg4,2
31084,69,38,31,86,85,34,8,569,Reg4,2
31085,23,13,10,60,60,23,28,570,Reg4,1
31086,25,8,17,45,48,25,51,571,Reg4,1
31087,74,40,34,82,71,35,5,572,Reg4,2
31087,74,40,34,82,71,39,5,573,Reg4,2
31089,72,42,30,63,59,29,15,574,Reg2,2
31089,72,42,30,63,59,31,15,575,Reg2,2
31090,131,67,64,65,64,36,17,576,Reg2,3
31090,131,67,64,65,64,37,17,577,Reg2,3
31090,131,67,64,65,64,30,17,578,Reg2,3
31092,13,9,4,54,61,13,23,579,Reg2,1
31095,22,12,10,74,73,22,0,580,Reg1,1
31097,125,69,56,71,68,37,10,581,Reg5,3
31097,125,69,56,71,68,37,10,582,Reg5,3
31097,125,69,56,71,68,39,10,583,Reg5,3
31098,49,30,19,68,71,25,16,584,Reg5,2
31098,49,30,19,68,71,24,16,585,Reg5,2
31099,38,21,17,62,58,38,20,586,Reg5,1
31100,169,82,87,68,68,38,10,588,Reg5,4
31100,169,82,87,68,68,39,10,589,Reg5,4
31100,169,82,87,68,68,36,10,590,Reg5,4
31100,169,82,87,68,68,38,10,587,Reg5,4
31101,39,21,18,59,59,39,50,591,Reg5,1
31102,98,58,40,75,74,29,14,592,Reg5,3
31102,98,58,40,75,74,29,14,593,Reg5,3
31102,98,58,40,75,74,40,14,594,Reg5,3
31103,29,12,17,80,72,29,2,595,Reg1,1
31105,15,9,6,82,80,15,4,596,Reg1,1
31107,76,35,41,71,70,31,7,597,Reg5,2
31107,76,35,41,71,70,32,7,598,Reg5,2
31108,17,8,9,76,67,17,28,599,Reg5,1
31109,94,52,42,76,72,28,2,600,Reg1,3
31109,94,52,42,76,72,33,2,601,Reg1,3
31109,94,52,42,76,72,33,2,602,Reg1,3
31114,23,10,13,81,69,23,1,603,Reg2,1
31116,46,23,23,74,60,25,0,605,Reg1,2
31116,46,23,23,74,60,21,0,606,Reg1,2
31120,26,12,14,80,68,26,11,607,Reg2,1
31121,43,16,27,79,78,22,13,608,Reg3,2
31121,43,16,27,79,78,21,13,609,Reg3,2
31122,43,22,21,83,80,25,9,610,Reg3,2
31122,43,22,21,83,80,26,9,611,Reg3,2
31125,56,28,28,71,72,23,17,612,Reg3,2
31125,56,28,28,71,72,23,17,613,Reg3,2
31126,15,11,4,66,62,15,47,614,Reg3,1
31129,43,23,20,74,61,21,2,616,Reg1,2
31129,43,23,20,74,61,22,2,615,Reg1,2
31130,24,13,11,78,71,24,2,617,Reg1,1
31132,23,12,11,73,66,23,18,618,Reg2,1
31133,59,26,33,67,65,30,19,619,Reg1,2
31133,59,26,33,67,65,29,19,620,Reg1,2
31134,15,11,4,64,54,15,46,621,Reg1,1
31135,107,57,50,74,68,40,6,622,Reg5,3
31135,107,57,50,74,68,12,6,624,Reg5,3
31135,107,57,50,74,68,41,6,623,Reg5,3
31136,54,23,31,64,61,28,21,625,Reg5,2
31136,54,23,31,64,61,26,21,626,Reg5,2
31139,66,29,37,71,70,33,22,627,Reg5,2
31139,66,29,37,71,70,33,22,628,Reg5,2
31141,22,12,10,70,54,22,60,629,Reg5,1
31143,128,70,58,77,74,38,4,630,Reg6,3
31143,128,70,58,77,74,36,4,631,Reg6,3
31143,128,70,58,77,74,38,4,632,Reg6,3
31145,107,54,53,77,77,34,2,634,Reg6,3
31145,107,54,53,77,77,39,2,635,Reg6,3
31145,107,54,53,77,77,34,2,633,Reg6,3
31148,131,73,58,68,68,40,14,636,Reg5,3
31148,131,73,58,68,68,40,14,638,Reg5,3
31148,131,73,58,68,68,40,14,637,Reg5,3
31151,51,27,24,79,73,26,9,639,Reg3,2
31151,51,27,24,79,73,25,9,640,Reg3,2
31152,56,29,27,82,74,27,5,641,Reg3,2
31152,56,29,27,82,74,29,5,642,Reg3,2
31153,83,40,43,80,78,30,2,643,Reg3,3
31153,83,40,43,80,78,26,2,644,Reg3,3
31153,83,40,43,80,78,27,2,645,Reg3,3
31154,15,6,9,73,69,15,40,646,Reg3,1
31156,104,51,53,68,67,34,6,647,Reg6,3
31156,104,51,53,68,67,37,6,649,Reg6,3
31156,104,51,53,68,67,33,6,648,Reg6,3
31157,72,42,30,58,51,36,17,650,Reg6,2
31157,72,42,30,58,51,36,17,651,Reg6,2
31159,46,21,25,56,59,22,57,652,Reg6,2
31159,46,21,25,56,59,21,57,653,Reg6,2
31160,80,44,36,77,78,39,5,654,Reg6,2
31160,80,44,36,77,78,41,5,655,Reg6,2
31161,105,57,48,74,74,35,5,656,Reg6,3
31161,105,57,48,74,74,34,5,657,Reg6,3
31161,105,57,48,74,74,36,5,658,Reg6,3
31162,64,32,32,77,74,32,13,659,Reg6,2
31162,64,32,32,77,74,32,13,660,Reg6,2
31164,25,9,16,77,69,25,15,661,Reg2,1
31165,20,6,14,67,70,20,43,662,Reg2,1
31189,99,54,45,74,73,33,7,666,Reg6,3
31189,99,54,45,74,73,34,7,667,Reg6,3
31189,99,54,45,74,73,32,7,668,Reg6,3
31207,40,22,18,72,67,40,9,669,Reg4,1
31208,90,52,38,78,79,33,2,670,Reg4,3
31208,90,52,38,78,79,30,2,672,Reg4,3
31208,90,52,38,78,79,27,2,671,Reg4,3
31209,77,39,38,81,78,39,8,673,Reg4,2
31209,77,39,38,81,78,38,8,674,Reg4,2
31210,70,33,37,83,82,36,3,675,Reg4,2
31210,70,33,37,83,82,34,3,676,Reg4,2
31212,23,10,13,54,52,23,44,677,Reg5,1
31213,42,23,19,72,74,20,20,678,Reg4,2
31213,42,23,19,72,74,22,20,679,Reg4,2
31214,41,19,22,85,84,20,4,680,Reg4,2
31214,41,19,22,85,84,21,4,681,Reg4,2
31216,131,69,62,77,72,28,6,682,Reg6,4
31216,131,69,62,77,72,33,6,683,Reg6,4
31216,131,69,62,77,72,30,6,684,Reg6,4
31216,131,69,62,77,72,30,6,685,Reg6,4
31217,94,52,42,66,60,30,26,686,Reg6,3
31217,94,52,42,66,60,17,26,687,Reg6,3
31217,94,52,42,66,60,33,26,688,Reg6,3
31219,26,11,15,57,49,26,40,689,Reg5,1
31220,110,56,54,71,69,36,11,690,Reg6,3
31220,110,56,54,71,69,32,11,691,Reg6,3
31220,110,56,54,71,69,9,11,692,Reg6,3
31222,65,28,37,65,63,25,44,693,Reg2,2
31222,65,28,37,65,63,28,44,694,Reg2,2
31224,20,9,11,48,40,20,50,695,Reg5,1
31232,22,13,9,74,73,22,6,696,Reg4,1
31235,92,45,47,77,76,30,3,697,Reg4,3
31235,92,45,47,77,76,35,3,698,Reg4,3
31235,92,45,47,77,76,27,3,699,Reg4,3
31237,64,41,23,85,77,29,2,700,Reg4,2
31237,64,41,23,85,77,27,2,701,Reg4,2
31238,65,39,26,77,74,34,6,703,Reg6,2
31238,65,39,26,77,74,31,6,702,Reg6,2
31239,91,54,37,74,73,40,6,704,Reg5,2
31239,91,54,37,74,73,39,6,705,Reg5,2
31242,95,48,47,71,63,31,10,706,Reg4,3
31242,95,48,47,71,63,32,10,707,Reg4,3
31242,95,48,47,71,63,32,10,708,Reg4,3
31243,96,59,37,82,77,29,0,709,Reg4,3
31243,96,59,37,82,77,34,0,711,Reg4,3
31243,96,59,37,82,77,33,0,710,Reg4,3
31250,106,59,47,76,78,36,7,712,Reg5,3
31250,106,59,47,76,78,36,7,713,Reg5,3
31250,106,59,47,76,78,34,7,714,Reg5,3
31252,101,58,43,76,75,32,4,715,Reg6,3
31252,101,58,43,76,75,34,4,716,Reg6,3
31252,101,58,43,76,75,35,4,717,Reg6,3
31253,79,42,37,66,67,26,23,718,Reg2,3
31253,79,42,37,66,67,21,23,719,Reg2,3
31253,79,42,37,66,67,20,23,720,Reg2,3
31255,22,18,4,41,45,22,46,721,Reg6,1
31256,57,28,29,76,77,29,5,722,Reg6,2
31256,57,28,29,76,77,28,5,723,Reg6,2
31257,100,51,49,75,72,35,7,725,Reg6,3
31257,100,51,49,75,72,33,7,726,Reg6,3
31257,100,51,49,75,72,32,7,724,Reg6,3
31259,35,18,17,75,75,35,31,727,Reg6,1
31260,30,30,0,66,55,30,30,728,Reg4,1
31261,137,79,58,75,73,34,6,729,Reg6,4
31261,137,79,58,75,73,36,6,730,Reg6,4
31261,137,79,58,75,73,33,6,731,Reg6,4
31261,137,79,58,75,73,34,6,732,Reg6,4
31262,41,18,23,80,73,18,10,733,Reg5,2
31262,41,18,23,80,73,23,10,734,Reg5,2
31264,23,11,12,85,81,23,2,735,Reg4,1
31265,31,11,20,85,80,31,5,736,Reg2,1
31357,76,37,39,62,56,31,0,737,Reg6,2
31357,76,37,39,62,56,32,0,738,Reg6,2
41001,46,20,26,81,83,23,8,740,Reg1,2
41001,46,20,26,81,83,23,8,739,Reg1,2
41002,106,62,44,79,66,38,3,741,Reg1,3
41002,106,62,44,79,66,35,3,742,Reg1,3
41002,106,62,44,79,66,33,3,743,Reg1,3
41006,16,6,10,85,80,16,19,745,Reg1,1
41009,70,40,30,75,69,26,10,747,Reg1,2
41009,70,40,30,75,69,26,10,746,Reg1,2
41010,65,31,34,74,71,32,10,748,Reg3,2
41010,65,31,34,74,71,33,10,749,Reg3,2
41012,25,9,16,58,54,25,33,750,Reg3,1
41017,26,14,12,71,70,26,30,752,Reg1,1
41018,26,11,15,80,79,26,1,753,Reg1,1
41019,26,8,18,87,79,26,5,754,Reg1,1
41020,95,50,45,80,77,28,2,755,Reg1,3
41020,95,50,45,80,77,27,2,756,Reg1,3
41020,95,50,45,80,77,28,2,757,Reg1,3
41023,41,24,17,76,81,21,11,758,Reg1,2
41023,41,24,17,76,81,20,11,759,Reg1,2
41024,24,12,12,88,87,24,11,760,Reg1,1
41025,50,21,29,77,68,23,11,761,Reg2,2
41025,50,21,29,77,68,27,11,762,Reg2,2
41029,85,51,34,78,66,35,0,763,Reg2,3
41029,85,51,34,78,66,38,0,764,Reg2,3
41029,85,51,34,78,66,12,0,765,Reg2,3
41030,16,8,8,81,72,16,0,766,Reg1,1
41032,99,41,58,80,82,30,12,767,Reg2,3
41032,99,41,58,80,82,30,12,768,Reg2,3
41032,99,41,58,80,82,30,12,769,Reg2,3
41034,72,35,37,79,75,36,12,770,Reg3,2
41034,72,35,37,79,75,36,12,771,Reg3,2
41035,43,16,27,69,72,21,21,772,Reg3,2
41035,43,16,27,69,72,22,21,773,Reg3,2
41037,46,23,23,75,69,23,18,774,Reg1,2
41037,46,23,23,75,69,23,18,775,Reg1,2
41039,34,15,19,67,62,34,24,776,Reg1,1
41040,71,41,30,83,87,33,6,777,Reg1,2
41040,71,41,30,83,87,29,6,778,Reg1,2
41041,14,10,4,70,67,14,9,779,Reg1,1
41045,89,48,41,72,68,30,10,780,Reg6,3
41045,89,48,41,72,68,30,10,781,Reg6,3
41045,89,48,41,72,68,29,10,782,Reg6,3
41046,20,10,10,82,83,20,6,783,Reg6,1
41050,14,6,8,87,62,14,0,784,Reg1,1
41058,35,20,15,78,75,35,16,785,Reg1,1
41060,115,60,55,72,66,36,10,787,Reg6,3
41060,115,60,55,72,66,34,10,788,Reg6,3
41060,115,60,55,72,66,36,10,789,Reg6,3
41061,74,37,37,69,63,38,12,790,Reg6,2
41061,74,37,37,69,63,36,12,791,Reg6,2
41063,53,32,21,70,69,26,20,792,Reg6,2
41063,53,32,21,70,69,27,20,793,Reg6,2
41066,25,25,0,70,59,25,22,794,Reg1,1
41071,53,25,28,78,76,26,3,795,Reg5,2
41071,53,25,28,78,76,27,3,796,Reg5,2
41072,42,18,24,84,76,21,9,797,Reg1,2
41072,42,18,24,84,76,21,9,798,Reg1,2
41073,82,41,41,77,78,27,4,799,Reg1,3
41073,82,41,41,77,78,28,4,800,Reg1,3
41073,82,41,41,77,78,27,4,801,Reg1,3
41074,21,21,0,59,68,21,11,802,Reg2,1
41077,78,37,41,67,67,30,25,803,Reg3,2
41077,78,37,41,67,67,33,25,804,Reg3,2
41079,25,13,12,70,72,25,34,811,Reg3,1
41081,109,58,51,74,71,35,16,813,Reg1,3
41081,109,58,51,74,71,29,16,814,Reg1,3
41081,109,58,51,74,71,32,16,815,Reg1,3
41082,27,11,16,75,75,27,41,816,Reg1,1
41083,16,11,5,76,88,16,54,817,Reg1,1
41084,80,54,26,78,75,33,6,818,Reg1,2
41084,80,54,26,78,75,36,6,819,Reg1,2
41085,172,92,80,76,71,36,4,820,Reg5,4
41085,172,92,80,76,71,38,4,821,Reg5,4
41085,172,92,80,76,71,38,4,822,Reg5,4
41085,172,92,80,76,71,10,4,823,Reg5,4
41086,173,82,91,78,75,41,5,824,Reg5,4
41086,173,82,91,78,75,41,5,825,Reg5,4
41086,173,82,91,78,75,41,5,826,Reg5,4
41086,173,82,91,78,75,40,5,827,Reg5,4
41087,102,54,48,67,62,33,9,828,Reg5,3
41087,102,54,48,67,62,36,9,830,Reg5,3
41087,102,54,48,67,62,33,9,829,Reg5,3
41089,95,51,44,73,72,32,18,831,Reg5,3
41089,95,51,44,73,72,32,18,832,Reg5,3
41089,95,51,44,73,72,31,18,833,Reg5,3
41091,92,52,40,75,74,30,11,834,Reg5,3
41091,92,52,40,75,74,31,11,835,Reg5,3
41091,92,52,40,75,74,31,11,836,Reg5,3
41092,22,10,12,64,60,22,16,837,Reg5,1
41093,24,12,12,63,64,24,51,838,Reg5,1
41094,30,14,16,79,71,30,3,839,Reg1,1
41095,52,31,21,66,66,31,26,841,Reg1,2
41095,52,31,21,66,66,29,26,840,Reg1,2
41096,36,11,25,68,70,36,36,842,Reg1,1
41097,57,34,23,78,72,25,8,844,Reg1,2
41097,57,34,23,78,72,24,8,843,Reg1,2
41098,28,12,16,63,50,28,36,845,Reg5,1
41099,58,30,28,56,57,27,27,846,Reg5,2
41099,58,30,28,56,57,31,27,847,Reg5,2
41100,51,31,20,65,63,26,23,848,Reg5,2
41100,51,31,20,65,63,25,23,849,Reg5,2
41101,44,24,20,61,58,24,43,851,Reg5,2
41101,44,24,20,61,58,20,43,850,Reg5,2
41104,17,9,8,77,68,17,10,852,Reg5,1
41105,36,0,36,64,65,36,40,853,Reg5,1
41106,129,59,70,79,78,34,4,855,Reg6,4
41106,129,59,70,79,78,32,4,856,Reg6,4
41106,129,59,70,79,78,32,4,857,Reg6,4
41106,129,59,70,79,78,31,4,854,Reg6,4
41108,59,33,26,71,72,30,20,859,Reg6,2
41108,59,33,26,71,72,29,20,858,Reg6,2
41111,75,50,25,75,71,26,11,860,Reg1,2
41111,75,50,25,75,71,30,11,861,Reg1,2
41116,119,57,62,78,76,36,9,862,Reg2,3
41116,119,57,62,78,76,37,9,863,Reg2,3
41116,119,57,62,78,76,35,9,864,Reg2,3
41118,51,32,19,79,71,28,4,865,Reg2,2
41118,51,32,19,79,71,23,4,866,Reg2,2
41122,23,12,11,72,67,23,11,867,Reg6,1
41125,67,31,36,77,76,33,10,868,Reg5,2
41125,67,31,36,77,76,34,10,869,Reg5,2
41126,97,52,45,78,76,35,5,870,Reg5,3
41126,97,52,45,78,76,31,5,871,Reg5,3
41126,97,52,45,78,76,31,5,872,Reg5,3
41127,58,26,32,75,73,28,17,873,Reg5,2
41127,58,26,32,75,73,30,17,874,Reg5,2
41129,28,0,28,72,67,28,33,875,Reg5,1
41131,64,40,24,83,77,26,0,876,Reg1,2
41131,64,40,24,83,77,26,0,877,Reg1,2
41132,66,34,32,81,77,33,0,878,Reg1,2
41132,66,34,32,81,77,33,0,879,Reg1,2
41134,56,27,29,67,69,24,31,880,Reg5,2
41134,56,27,29,67,69,32,31,881,Reg5,2
41135,150,68,82,74,74,36,8,883,Reg5,4
41135,150,68,82,74,74,37,8,884,Reg5,4
41135,150,68,82,74,74,39,8,885,Reg5,4
41135,150,68,82,74,74,38,8,882,Reg5,4
41136,58,29,29,71,67,29,24,886,Reg5,2
41136,58,29,29,71,67,29,24,887,Reg5,2
41137,120,62,58,83,83,40,15,888,Reg5,3
41137,120,62,58,83,83,40,15,889,Reg5,3
41137,120,62,58,83,83,40,15,890,Reg5,3
41138,159,73,86,73,68,40,13,891,Reg5,4
41138,159,73,86,73,68,40,13,892,Reg5,4
41138,159,73,86,73,68,40,13,893,Reg5,4
41138,159,73,86,73,68,39,13,894,Reg5,4
41139,149,72,77,72,77,34,12,895,Reg5,4
41139,149,72,77,72,77,37,12,896,Reg5,4
41139,149,72,77,72,77,28,12,898,Reg5,4
41139,149,72,77,72,77,34,12,897,Reg5,4
41140,46,15,31,66,63,23,40,899,Reg5,2
41140,46,15,31,66,63,23,40,900,Reg5,2
41142,138,66,72,78,86,34,11,901,Reg5,4
41142,138,66,72,78,86,35,11,902,Reg5,4
41142,138,66,72,78,86,36,11,903,Reg5,4
41142,138,66,72,78,86,33,11,904,Reg5,4
41143,60,35,25,61,60,22,40,905,Reg5,2
41143,60,35,25,61,60,24,40,906,Reg5,2
41144,119,63,56,74,71,35,35,907,Reg5,3
41144,119,63,56,74,71,35,35,908,Reg5,3
41144,119,63,56,74,71,35,35,909,Reg5,3
41146,72,41,31,73,73,30,41,911,Reg5,2
41146,72,41,31,73,73,28,41,912,Reg5,2
41148,54,22,32,66,65,25,46,913,Reg5,2
41148,54,22,32,66,65,29,46,914,Reg5,2
41149,136,70,66,67,64,36,19,915,Reg5,4
41149,136,70,66,67,64,24,19,916,Reg5,4
41149,136,70,66,67,64,38,19,917,Reg5,4
41149,136,70,66,67,64,38,19,918,Reg5,4
41150,40,16,24,83,80,40,1,919,Reg1,1
41153,16,11,5,69,60,16,0,920,Reg1,1
41154,30,15,15,80,70,30,0,921,Reg2,1
41155,50,24,26,78,73,25,1,922,Reg1,2
41155,50,24,26,78,73,25,1,923,Reg1,2
41160,119,60,59,73,71,40,11,925,Reg5,3
41160,119,60,59,73,71,39,11,926,Reg5,3
41160,119,60,59,73,71,40,11,924,Reg5,3
41161,156,74,82,79,76,39,3,927,Reg5,4
41161,156,74,82,79,76,40,3,929,Reg5,4
41161,156,74,82,79,76,39,3,930,Reg5,4
41161,156,74,82,79,76,38,3,928,Reg5,4
41162,94,54,40,80,80,33,9,931,Reg5,3
41162,94,54,40,80,80,37,9,932,Reg5,3
41162,94,54,40,80,80,24,9,933,Reg5,3
41163,74,32,42,75,67,37,8,935,Reg5,2
41163,74,32,42,75,67,37,8,934,Reg5,2
41164,21,13,8,65,73,21,16,936,Reg5,1
41165,118,69,49,67,66,37,10,937,Reg5,3
41165,118,69,49,67,66,35,10,939,Reg5,3
41165,118,69,49,67,66,34,10,938,Reg5,3
41166,115,59,56,75,70,39,12,940,Reg5,3
41166,115,59,56,75,70,36,12,941,Reg5,3
41166,115,59,56,75,70,40,12,942,Reg5,3
41168,108,54,54,74,71,36,4,943,Reg5,3
41168,108,54,54,74,71,36,4,945,Reg5,3
41168,108,54,54,74,71,36,4,944,Reg5,3
41169,103,43,60,71,70,31,10,946,Reg5,3
41169,103,43,60,71,70,30,10,947,Reg5,3
41169,103,43,60,71,70,27,10,948,Reg5,3
41170,75,34,41,71,66,25,11,949,Reg5,3
41170,75,34,41,71,66,26,11,950,Reg5,3
41170,75,34,41,71,66,24,11,951,Reg5,3
41172,96,96,0,78,77,32,10,952,Reg5,3
41172,96,96,0,78,77,32,10,953,Reg5,3
41172,96,96,0,78,77,32,10,954,Reg5,3
41173,95,0,95,78,74,34,10,955,Reg5,3
41173,95,0,95,78,74,32,10,956,Reg5,3
41173,95,0,95,78,74,29,10,957,Reg5,3
41174,142,73,69,72,69,37,12,959,Reg5,4
41174,142,73,69,72,69,34,12,960,Reg5,4
41174,142,73,69,72,69,36,12,961,Reg5,4
41174,142,73,69,72,69,35,12,958,Reg5,4
41176,34,19,15,66,68,34,43,962,Reg5,1
41178,43,21,22,79,75,21,5,963,Reg1,2
41178,43,21,22,79,75,22,5,964,Reg1,2
41179,50,25,25,80,73,25,5,966,Reg1,2
41179,50,25,25,80,73,25,5,965,Reg1,2
41181,44,21,23,66,65,22,20,967,Reg1,2
41181,44,21,23,66,65,22,20,968,Reg1,2
41182,23,7,16,72,65,23,45,969,Reg1,1
41183,43,23,20,75,72,22,2,970,Reg2,2
41183,43,23,20,75,72,21,2,971,Reg2,2
41184,68,68,0,68,74,32,26,973,Reg3,2
41184,68,68,0,68,74,28,26,972,Reg3,2
41185,32,0,32,70,61,32,20,974,Reg3,1
41186,51,35,16,70,70,26,24,976,Reg3,2
41186,51,35,16,70,70,25,24,975,Reg3,2
41187,102,44,58,75,73,34,3,977,Reg6,3
41187,102,44,58,75,73,35,3,978,Reg6,3
41187,102,44,58,75,73,33,3,979,Reg6,3
41189,47,22,25,61,64,24,14,980,Reg6,2
41189,47,22,25,61,64,23,14,981,Reg6,2
41190,172,88,84,73,73,35,7,983,Reg6,5
41190,172,88,84,73,73,32,7,984,Reg6,5
41190,172,88,84,73,73,37,7,985,Reg6,5
41190,172,88,84,73,73,33,7,986,Reg6,5
41190,172,88,84,73,73,35,7,982,Reg6,5
41191,100,53,47,65,66,32,16,987,Reg6,3
41191,100,53,47,65,66,35,16,988,Reg6,3
41191,100,53,47,65,66,33,16,989,Reg6,3
41193,35,19,16,72,67,35,21,990,Reg6,1
41194,95,50,45,73,68,30,17,991,Reg6,3
41194,95,50,45,73,68,31,17,992,Reg6,3
41194,95,50,45,73,68,23,17,993,Reg6,3
41195,126,60,66,78,77,34,7,994,Reg6,3
41195,126,60,66,78,77,35,7,995,Reg6,3
41195,126,60,66,78,77,33,7,996,Reg6,3
41197,94,43,51,73,77,32,12,997,Reg6,3
41197,94,43,51,73,77,31,12,998,Reg6,3
41197,94,43,51,73,77,31,12,999,Reg6,3
41198,48,25,23,76,77,24,6,1000,Reg6,2
41198,48,25,23,76,77,24,6,1001,Reg6,2
41199,107,41,66,80,79,35,5,1002,Reg6,3
41199,107,41,66,80,79,36,5,1004,Reg6,3
41199,107,41,66,80,79,36,5,1003,Reg6,3
41202,133,59,74,78,78,33,4,1005,Reg6,4
41202,133,59,74,78,78,33,4,1006,Reg6,4
41202,133,59,74,78,78,33,4,1008,Reg6,4
41202,133,59,74,78,78,34,4,1007,Reg6,4
41203,82,40,42,82,79,35,7,1009,Reg6,2
41203,82,40,42,82,79,35,7,1010,Reg6,2
41206,67,31,36,67,67,33,10,1011,Reg6,2
41206,67,31,36,67,67,34,10,1012,Reg6,2
41208,52,30,22,82,80,28,7,1014,Reg6,2
41208,52,30,22,82,80,24,7,1013,Reg6,2
41210,76,46,30,68,69,39,19,1015,Reg6,2
41210,76,46,30,68,69,37,19,1016,Reg6,2
41212,127,77,50,63,64,30,12,1017,Reg6,4
41212,127,77,50,63,64,33,12,1018,Reg6,4
41212,127,77,50,63,64,33,12,1019,Reg6,4
41212,127,77,50,63,64,31,12,1020,Reg6,4
41214,21,11,10,65,61,21,41,1021,Reg6,1
41217,48,24,24,58,56,24,46,1022,Reg6,2
41217,48,24,24,58,56,24,46,1023,Reg6,2
41218,23,15,8,77,75,23,2,1024,Reg1,1
41220,133,67,66,78,81,39,3,1025,Reg6,3
41220,133,67,66,78,81,40,3,1026,Reg6,3
41220,133,67,66,78,81,40,3,1027,Reg6,3
41221,132,72,60,79,81,33,5,1028,Reg6,4
41221,132,72,60,79,81,33,5,1029,Reg6,4
41221,132,72,60,79,81,32,5,1030,Reg6,4
41221,132,72,60,79,81,34,5,1031,Reg6,4
41225,122,64,58,76,72,37,8,1032,Reg6,3
41225,122,64,58,76,72,37,8,1033,Reg6,3
41225,122,64,58,76,72,36,8,1034,Reg6,3
41232,25,14,11,78,68,25,0,1036,Reg1,1
41234,105,59,46,74,68,33,5,1038,Reg1,3
41234,105,59,46,74,68,30,5,1039,Reg1,3
41234,105,59,46,74,68,33,5,1037,Reg1,3
41236,25,10,15,63,58,25,33,1040,Reg1,1
41237,22,12,10,73,75,22,34,1041,Reg2,1
41274,17,7,10,54,41,17,28,1042,Reg5,1
41275,39,15,24,75,73,39,4,1043,Reg5,1
41276,99,48,51,79,68,30,2,1045,Reg5,3
41276,99,48,51,79,68,28,2,1046,Reg5,3
41276,99,48,51,79,68,29,2,1044,Reg5,3
41277,57,27,30,60,61,27,11,1047,Reg6,2
41277,57,27,30,60,61,30,11,1048,Reg6,2
41282,78,40,38,66,54,39,14,1049,Reg5,2
41282,78,40,38,66,54,39,14,1050,Reg5,2
41284,110,58,52,73,70,36,8,1052,Reg5,3
41284,110,58,52,73,70,37,8,1053,Reg5,3
41284,110,58,52,73,70,37,8,1051,Reg5,3
41285,75,34,41,71,62,37,21,1054,Reg6,2
41285,75,34,41,71,62,38,21,1055,Reg6,2
41287,117,66,51,74,70,35,18,1056,Reg5,3
41287,117,66,51,74,70,36,18,1057,Reg5,3
41287,117,66,51,74,70,36,18,1058,Reg5,3
41288,55,0,55,67,70,28,7,1059,Reg2,2
41288,55,0,55,67,70,27,7,1060,Reg2,2
41289,40,22,18,62,53,22,44,1061,Reg5,2
41289,40,22,18,62,53,18,44,1062,Reg5,2
41290,103,54,49,75,71,37,3,1063,Reg5,3
41290,103,54,49,75,71,30,3,1064,Reg5,3
41290,103,54,49,75,71,36,3,1065,Reg5,3
41293,115,52,63,79,78,38,2,1066,Reg6,3
41293,115,52,63,79,78,39,2,1067,Reg6,3
41293,115,52,63,79,78,38,2,1068,Reg6,3
41294,55,30,25,75,71,25,7,1070,Reg2,2
41294,55,30,25,75,71,30,7,1069,Reg2,2
41296,58,31,27,67,63,29,33,1071,Reg6,2
41296,58,31,27,67,63,29,33,1072,Reg6,2
41298,156,74,82,71,71,39,8,1073,Reg6,4
41298,156,74,82,71,71,40,8,1074,Reg6,4
41298,156,74,82,71,71,38,8,1075,Reg6,4
41298,156,74,82,71,71,39,8,1076,Reg6,4
41303,86,43,43,75,75,30,14,1077,Reg5,3
41303,86,43,43,75,75,27,14,1078,Reg5,3
41303,86,43,43,75,75,29,14,1079,Reg5,3
41304,35,16,19,69,66,35,15,1080,Reg3,1
41305,18,9,9,78,76,18,44,1081,Reg3,1
41306,49,25,24,53,50,20,40,1082,Reg6,2
41306,49,25,24,53,50,29,40,1083,Reg6,2
41308,48,24,24,73,69,25,9,1084,Reg6,2
41308,48,24,24,73,69,23,9,1085,Reg6,2
41315,20,10,10,63,60,20,38,1086,Reg2,1
41316,61,34,27,57,48,24,20,1088,Reg5,2
41316,61,34,27,57,48,23,20,1087,Reg5,2
41319,155,79,76,79,76,39,3,1089,Reg6,4
41319,155,79,76,79,76,39,3,1090,Reg6,4
41319,155,79,76,79,76,38,3,1091,Reg6,4
41319,155,79,76,79,76,39,3,1092,Reg6,4
41324,56,30,26,61,60,28,31,1093,Reg6,2
41324,56,30,26,61,60,28,31,1094,Reg6,2
41325,104,52,52,66,65,31,17,1095,Reg5,3
41325,104,52,52,66,65,32,17,1096,Reg5,3
41325,104,52,52,66,65,30,17,1097,Reg5,3
41326,64,35,29,62,60,31,47,1098,Reg5,2
41326,64,35,29,62,60,33,47,1099,Reg5,2
41327,59,31,28,67,65,31,16,1100,Reg5,2
41327,59,31,28,67,65,28,16,1101,Reg5,2
41329,119,74,45,78,76,37,4,1102,Reg6,3
41329,119,74,45,78,76,37,4,1103,Reg6,3
41329,119,74,45,78,76,36,4,1104,Reg6,3
41330,91,40,51,70,69,34,8,1105,Reg6,3
41330,91,40,51,70,69,29,8,1106,Reg6,3
41330,91,40,51,70,69,28,8,1107,Reg6,3
41335,102,56,46,76,74,35,3,1108,Reg6,3
