town,t,treatment,x1,x2,after,y
122,6,1,.60184789,8.2130051,1,2.0383058
122,7,1,.051324565,7.960053,1,3.6826856
122,8,1,.10952444,7.6455231,1,3.4111106
122,9,1,.93594038,8.7509232,1,3.1741867
122,10,1,.354561,9.7051115,1,3.9600499
123,1,1,.34812737,7.9013386,0,3.4166801
123,2,1,.95140332,8.784483,0,2.0698276
123,3,1,.14057159,9.0312052,0,2.6629508
123,4,1,.97151124,7.2232447,0,1.6506734
123,5,1,.25866657,9.0923576,0,3.169714
123,6,1,.086005561,9.0798473,1,3.4658091
123,7,1,.8965404,7.5047083,1,3.0252213
123,8,1,.92770565,8.8191519,1,2.8816934
123,9,1,.72852808,7.5768027,1,3.5128467
123,10,1,.28306079,7.281538,1,3.4221795
124,1,1,.3447597,7.4621563,0,2.5140667
124,2,1,.29546094,7.4305162,0,1.8479581
124,3,1,.81680161,9.8648682,0,2.6574886
124,4,1,.65543216,9.0455008,0,2.9095457
124,5,1,.69845015,7.4571524,0,2.6659179
124,6,1,.56939977,8.9928713,1,3.4430883
124,7,1,.66979301,7.142755,1,2.1799636
124,8,1,.5204227,7.9791508,1,3.1944323
124,9,1,.34363279,6.5358624,1,3.5064409
124,10,1,.47114193,8.1561241,1,3.5098634
125,1,1,.10239998,7.3801174,0,1.5244911
125,2,1,.73133081,8.1117029,0,2.9512427
125,3,1,.080867589,7.1892152,0,2.1579909
125,4,1,.0040954957,6.0975451,0,2.016748
125,5,1,.27103534,8.1567707,0,2.2900081
125,6,1,.4231101,6.2898588,1,2.9697878
125,7,1,.84724218,8.2428637,1,3.3023736
125,8,1,.053453017,9.4897614,1,3.5785468
125,9,1,.37407637,8.1735687,1,3.664793
125,10,1,.0050618392,8.1883373,1,4.2707367
126,1,1,.026077492,9.3281384,0,3.0253553
126,2,1,.16984253,7.0225677,0,2.9139264
126,3,1,.41931295,7.5888615,0,2.3718815
126,4,1,.16282375,7.0228963,0,2.4447706
126,5,1,.086585835,6.27882,0,2.3070552
126,6,1,.84298229,6.4823456,1,2.3156869
126,7,1,.57773572,7.4206543,1,3.0637417
126,8,1,.22023585,8.5442038,1,3.7221365
126,9,1,.37613839,7.4724436,1,3.2856126
126,10,1,.1022974,9.5069618,1,3.7316499
127,1,1,.36923879,7.7268124,0,1.7019923
127,2,1,.57341564,8.3216467,0,2.6050036
127,3,1,.18237422,6.5490212,0,1.6467158
127,4,1,.76015067,9.015173,0,2.6552687
127,5,1,.58235699,8.6863184,0,3.4733598
127,6,1,.22954273,8.3565722,1,3.3570335
127,7,1,.17427823,6.3090453,1,3.1109748
127,8,1,.23319675,7.6650972,1,2.5797875
127,9,1,.38542104,8.625309,1,3.6051698
127,10,1,.79936367,7.464982,1,3.3055553
128,1,1,.69964015,6.9050808,0,1.5547211
128,2,1,.1943725,8.7944365,0,2.6524909
128,3,1,.49792454,7.2354727,0,2.3293958
128,4,1,.37469968,7.9204259,0,2.9895246
128,5,1,.37500733,9.4511909,0,3.3792527
128,6,1,.82131422,4.919394,1,2.4621818
128,7,1,.13756654,8.3364553,1,2.5454838
128,8,1,.14883742,7.6796551,1,3.5545857
128,9,1,.57327384,9.2864914,1,3.7272768
128,10,1,.80284786,8.3532934,1,3.4900568
129,1,1,.63960791,8.1434364,0,2.3164215
129,2,1,.50592971,7.9614754,0,2.0266213
129,3,1,.6038596,8.7084618,0,3.2338595
129,4,1,.13174702,7.9202871,0,2.5409155
129,5,1,.55650055,6.0438519,0,1.6305041
129,6,1,.68021727,8.5978861,1,3.2407124
129,7,1,.62205172,8.8132086,1,3.411727
129,8,1,.70196122,8.0296364,1,3.1736932
129,9,1,.088157475,6.4351459,1,2.6780472
129,10,1,.63041335,8.9422474,1,3.4666715
130,1,1,.90960258,7.5926018,0,1.7145214
130,2,1,.34324226,10.175721,0,3.47774
130,3,1,.50650644,7.9756823,0,2.0594859
130,4,1,.48981959,6.5644598,0,2.416738
130,5,1,.10514776,9.5949707,0,3.808753
130,6,1,.86512399,9.9551573,1,4.3507833
130,7,1,.31844372,7.7337241,1,2.6199694
130,8,1,.5956744,7.3741665,1,3.0731559
130,9,1,.49504241,7.4780321,1,3.8866739
130,10,1,.58200097,8.6344948,1,3.7967141
131,1,1,.46917441,6.1972651,0,1.6084359
131,2,1,.30157706,7.2219267,0,2.0451272
131,3,1,.06163533,7.082675,0,2.5501323
131,4,1,.5380466,7.674077,0,3.3433113
131,5,1,.14554369,6.6649137,0,1.8705523
131,6,1,.66312587,7.7383375,1,2.7296154
131,7,1,.36102906,8.1937218,1,3.2392602
131,8,1,.28184828,6.6127863,1,3.0393138
131,9,1,.97957426,7.0856438,1,2.534533
131,10,1,.89366978,8.5533657,1,4.0292683
132,1,1,.12439071,8.9912539,0,2.720438
132,2,1,.072115876,7.056242,0,2.7630486
132,3,1,.27465099,7.715661,0,1.6050895
132,4,1,.22456357,8.2654428,0,3.3271885
132,5,1,.57487768,8.9373455,0,3.6768224
132,6,1,.98293322,8.142313,1,2.0312977
132,7,1,.51507264,7.1888394,1,2.9800496
132,8,1,.85016161,6.9202232,1,2.7153044
132,9,1,.574498,7.0234118,1,3.1265261
132,10,1,.76540357,6.9162226,1,2.9349742
133,1,1,.03908151,8.1051769,0,2.3659623
133,2,1,.77530724,7.0241613,0,1.6583847
133,3,1,.45804352,8.0373974,0,2.4297853
133,4,1,.59611237,7.6400166,0,1.7040393
133,5,1,.47887516,9.0251045,0,3.9120579
133,6,1,.93296844,9.1309414,1,3.3404543
133,7,1,.96110487,8.4904928,1,2.2392344
133,8,1,.70749128,6.5258927,1,2.9367197
133,9,1,.10519899,7.2928157,1,2.838419
133,10,1,.31336358,8.3586082,1,4.2706165
134,1,1,.34004349,8.3258123,0,3.0174398
134,2,1,.36728093,8.2994194,0,3.0204246
134,3,1,.84656364,9.1029053,0,2.2939584
134,4,1,.40982047,8.5128613,0,2.9051032
134,5,1,.35490966,6.6829867,0,2.783989
134,6,1,.44317305,8.0114412,1,2.8379908
134,7,1,.74599779,10.046741,1,4.1875501
134,8,1,.35087875,8.0654068,1,3.0537169
134,9,1,.78082722,8.6745501,1,3.3020725
134,10,1,.9869352,7.9132452,1,3.1182656
135,1,1,.32220507,7.8504305,0,2.4964035
135,2,1,.83165485,8.5151253,0,1.5765201
135,3,1,.96499866,9.3864994,0,3.229229
135,4,1,.80603844,7.5904903,0,2.8533115
135,5,1,.13949606,7.273066,0,3.1120911
135,6,1,.67024499,8.3758898,1,3.5508707
135,7,1,.64316672,7.649436,1,2.2982261
135,8,1,.17246608,7.2016754,1,2.6597559
135,9,1,.14608884,7.6512527,1,3.3146777
135,10,1,.94525844,9.172616,1,3.0137825
136,1,1,.73709339,7.3825521,0,1.8563412
136,2,1,.79791552,8.7278538,0,3.1335144
136,3,1,.20662059,7.6932864,0,2.5282402
136,4,1,.13157654,8.7288265,0,3.6528931
136,5,1,.19079225,7.0221982,0,2.8943794
136,6,1,.37657848,7.7827291,1,2.9405663
136,7,1,.41405392,7.6195517,1,2.7243793
136,8,1,.23608023,8.2631044,1,2.6151621
136,9,1,.69934732,8.8419762,1,3.2311239
136,10,1,.92879331,8.4495678,1,3.1749928
137,1,1,.95558459,8.1611633,0,1.476384
137,2,1,.60824943,6.9097509,0,2.2526588
137,3,1,.55876219,6.82794,0,2.2884467
137,4,1,.5730114,7.472517,0,2.7577784
137,5,1,.8255024,8.6072817,0,2.7329071
137,6,1,.18120182,8.7430239,1,3.5031264
137,7,1,.90387416,8.3378086,1,3.6437602
137,8,1,.85032111,7.992075,1,2.6994145
137,9,1,.27638426,7.6861525,1,3.4094243
137,10,1,.67235672,7.4837809,1,2.9767327
138,1,1,.32570601,8.4815416,0,2.1245332
138,2,1,.85729969,7.8593397,0,2.4617927
138,3,1,.77293849,4.9620981,0,.61049348
138,4,1,.73883355,7.8133144,0,2.4011071
138,5,1,.075924449,9.3026428,0,3.311162
138,6,1,.51514572,9.9121475,1,3.3470762
138,7,1,.32400152,8.8454647,1,3.5365193
138,8,1,.1159182,6.9701824,1,2.7595537
138,9,1,.79236013,8.8500557,1,2.9307609
138,10,1,.2551735,9.3368149,1,4.380528
139,1,1,.5824703,7.2279644,0,2.3876278
139,2,1,.63182408,9.6158638,0,3.774595
139,3,1,.91877663,8.8638525,0,3.0528171
139,4,1,.048837677,7.5579987,0,2.5967195
139,5,1,.6296472,8.2148876,0,3.1821878
139,6,1,.32345909,7.6889763,1,3.2437873
139,7,1,.38503125,7.6994901,1,3.2588661
139,8,1,.46437088,9.0325871,1,3.3888834
139,9,1,.88103181,9.0394993,1,2.5029907
139,10,1,.7865898,6.756063,1,3.0396705
140,1,1,.052643761,8.1754837,0,2.7097878
140,2,1,.83641249,8.8530273,0,2.5675898
140,3,1,.63915008,8.3515577,0,2.4770696
140,4,1,.16150478,9.4787006,0,3.8641117
140,5,1,.3172732,7.9635501,0,2.5098922
140,6,1,.74103796,10.057796,1,3.981014
140,7,1,.24847627,7.4299026,1,2.9783654
140,8,1,.78658533,8.5361872,1,3.0838053
140,9,1,.45706487,8.610795,1,2.9838197
140,10,1,.10841645,7.4331408,1,3.2622538
141,1,1,.34175062,9.0770893,0,2.4480851
141,2,1,.24298611,8.0890713,0,2.5348418
141,3,1,.061928809,7.4646101,0,2.8235273
141,4,1,.7197699,8.1765957,0,2.3429773
141,5,1,.70468116,6.7340846,0,1.9393046
141,6,1,.51684821,7.5790515,1,3.4714909
141,7,1,.49319196,7.4092455,1,3.720474
141,8,1,.87742454,7.2682629,1,3.2334514
141,9,1,.62558949,7.345428,1,2.7122521
141,10,1,.88287508,6.8275638,1,2.7972984
142,1,1,.69836026,7.0314064,0,2.4848621
142,2,1,.14180858,8.1829777,0,2.9145789
142,3,1,.65085584,7.6397123,0,2.6132891
142,4,1,.93135852,6.2417068,0,2.090822
142,5,1,.062185843,9.9555511,0,3.5413573
142,6,1,.55013865,9.704565,1,3.2116914
142,7,1,.83362323,9.5423307,1,3.8822899
142,8,1,.41496938,7.6747341,1,3.2092268
142,9,1,.82658899,7.1138482,1,3.2706001
142,10,1,.41658697,8.3235626,1,3.5978916
143,1,1,.91778785,9.2762871,0,2.4117165
143,2,1,.82621461,10.151415,0,3.024672
143,3,1,.52350968,9.9067097,0,3.0279145
143,4,1,.27322322,8.5409994,0,2.5538356
143,5,1,.24017406,7.8179445,0,3.2351139
143,6,1,.13659455,8.6370649,1,3.5115895
143,7,1,.30431762,8.1086235,1,2.4845533
143,8,1,.14616428,8.4367027,1,3.9607582
143,9,1,.65902007,8.8298512,1,2.7988408
143,10,1,.018717544,8.7724905,1,3.813256
144,1,1,.68208617,8.5271311,0,2.1818597
144,2,1,.64414477,9.0593195,0,2.2185545
144,3,1,.57253933,8.9856739,0,3.1658292
144,4,1,.12072892,7.7523484,0,3.0084467
144,5,1,.69094294,8.9847708,0,2.6680231
144,6,1,.91741788,7.8450117,1,1.7965822
144,7,1,.5516122,8.5056257,1,3.4952354
144,8,1,.81152862,7.7110243,1,2.598875
144,9,1,.32248229,7.2765503,1,2.9722872
144,10,1,.64276046,7.108674,1,3.5370119
145,1,1,.017559772,7.8600245,0,2.7505014
145,2,1,.2893956,6.8327236,0,1.9192396
145,3,1,.314347,8.0042849,0,2.6115489
145,4,1,.23206529,4.0862098,0,2.4709876
145,5,1,.15097614,6.3303795,0,3.8878036
145,6,1,.79568154,8.8724117,1,3.0592923
145,7,1,.86055875,7.2815113,1,2.2738788
145,8,1,.31191698,8.6885519,1,3.7626016
145,9,1,.74617469,9.094223,1,3.0182829
145,10,1,.78169149,8.0262918,1,3.3710644
146,1,1,.57546741,8.9080648,0,2.6316733
146,2,1,.80468953,7.6004782,0,2.3537438
146,3,1,.032440163,9.7837152,0,3.4749582
146,4,1,.73635936,8.4254761,0,2.5257969
146,5,1,.72618359,7.3089309,0,2.0449026
146,6,1,.080178574,6.9948997,1,3.6869123
146,7,1,.29689211,6.9039979,1,2.761657
146,8,1,.63870502,6.009584,1,1.9546593
146,9,1,.39449582,5.1325235,1,1.7458143
146,10,1,.9943555,6.7650537,1,2.7547719
147,1,1,.36214527,8.2833757,0,2.9146683
147,2,1,.27377787,7.716866,0,1.6815635
147,3,1,.42066288,9.7086401,0,3.206429
147,4,1,.25682008,8.7694311,0,3.5861306
147,5,1,.38402325,8.3327608,0,2.7746749
147,6,1,.76924765,5.8943663,1,1.1704645
147,7,1,.20038384,9.1907654,1,4.2767382
147,8,1,.17721839,8.4930334,1,2.9603462
147,9,1,.088194095,6.3761725,1,2.672272
147,10,1,.2697534,6.7148294,1,3.1046071
148,1,1,.77197528,7.8933954,0,2.251024
148,2,1,.48340496,5.0226212,0,1.737698
148,3,1,.63265079,6.9774885,0,1.124517
148,4,1,.7573337,8.0772591,0,2.4808271
148,5,1,.19193742,5.9984646,0,2.2488644
148,6,1,.94295454,10.112083,1,3.012882
148,7,1,.45055383,8.439743,1,3.3259621
148,8,1,.69375408,7.731802,1,3.4071147
148,9,1,.58628136,9.025835,1,3.611517
148,10,1,.65195245,7.9328079,1,3.1340492
149,1,1,.52593619,7.7834511,0,1.4390302
149,2,1,.89004481,8.3753643,0,2.5252249
149,3,1,.9850297,8.0371761,0,2.3409195
149,4,1,.17406802,8.537324,0,2.3500221
149,5,1,.84006953,7.4622097,0,3.0888705
149,6,1,.35332063,6.0200386,1,2.6913788
149,7,1,.32377592,8.1342707,1,3.4869549
149,8,1,.46311167,7.7206836,1,3.2684903
149,9,1,.7190125,8.4593086,1,3.2455575
149,10,1,.42802715,8.9310389,1,3.8416185
150,1,1,.29520464,8.363019,0,2.5400636
150,2,1,.79623491,8.4961681,0,2.1204853
150,3,1,.09767475,7.6124477,0,3.1373062
150,4,1,.83475447,6.0572467,0,1.2804906
150,5,1,.095937639,8.3072739,0,3.3590171
150,6,1,.28301978,6.4752045,1,2.6517334
150,7,1,.84189194,7.5680122,1,2.844348
150,8,1,.76398879,9.0033112,1,3.1270199
150,9,1,.56126213,9.0311584,1,3.9183774
150,10,1,.99993241,8.1312122,1,3.0041704
151,1,1,.23544513,9.9129353,0,2.9787192
151,2,1,.88815647,9.0980797,0,2.1996536
151,3,1,.42140266,9.2030497,0,3.5044916
151,4,1,.4947359,8.4036369,0,2.8725832
151,5,1,.52092123,8.3025055,0,2.8430679
151,6,1,.25419337,9.0815582,1,3.4639535
151,7,1,.20000847,7.3625393,1,3.0181251
151,8,1,.95000356,8.941061,1,2.7844429
151,9,1,.87628347,8.5575981,1,3.2920301
151,10,1,.85552514,8.7916346,1,3.0425599
152,1,1,.59095728,6.021903,0,1.7474608
152,2,1,.100839,8.4440784,0,2.6495466
152,3,1,.63858706,7.4857306,0,2.4839973
152,4,1,.068942949,9.0143147,0,3.0294225
152,5,1,.39841864,9.5022945,0,3.8582244
152,6,1,.42149246,8.2259407,1,2.0946159
152,7,1,.5934425,7.0292263,1,2.1425631
152,8,1,.41574162,7.3431673,1,3.1159117
152,9,1,.84455037,7.2741923,1,2.2673604
152,10,1,.26288569,7.1156559,1,3.1883917
153,1,1,.5598532,7.4730692,0,2.0193326
153,2,1,.79421532,7.5038052,0,2.4851887
153,3,1,.63236398,8.6075802,0,1.6861496
153,4,1,.84896493,7.2422638,0,2.6244698
153,5,1,.51943475,8.2666245,0,2.4900393
153,6,1,.41753635,6.4764881,1,2.2648654
153,7,1,.8076086,8.6368914,1,3.466835
153,8,1,.15297826,9.6922998,1,4.4782691
153,9,1,.64035678,10.061409,1,3.5067124
153,10,1,.93924743,8.2232466,1,3.1104167
154,1,1,.15996064,8.1662998,0,2.7007892
154,2,1,.68603623,7.8562431,0,1.6408908
154,3,1,.41214156,8.7192097,0,3.8871439
154,4,1,.78423136,7.8968673,0,2.3668163
154,5,1,.85818374,8.083518,0,3.0148208
154,6,1,.41313949,7.5923743,1,3.1449933
154,7,1,.10661922,10.007715,1,4.5849309
154,8,1,.50114751,7.2130136,1,2.7732534
154,9,1,.46781462,9.2176819,1,4.1071496
154,10,1,.080291726,8.8896017,1,3.9569397
155,1,1,.78407025,6.6116982,0,1.2971606
155,2,1,.080290295,7.3302445,0,1.7603664
155,3,1,.60675693,9.0204935,0,2.4653461
155,4,1,.95367169,7.5130062,0,2.1778376
155,5,1,.62771887,8.1886845,0,3.294708
155,6,1,.28016552,6.4253783,1,2.0229478
155,7,1,.76160699,8.8028088,1,2.9967122
155,8,1,.42339835,7.1918993,1,3.3879399
155,9,1,.8056851,7.9799995,1,3.0249879
155,10,1,.4453643,8.3775826,1,3.9598095
156,1,1,.6391421,6.2293077,0,1.789889
156,2,1,.93758804,6.2714148,0,1.3309402
156,3,1,.23357172,8.2319622,0,3.5050623
156,4,1,.57035649,7.2719541,0,1.6390902
156,5,1,.14374919,6.7052097,0,2.3999815
156,6,1,.18938577,7.7450504,1,2.9220612
156,7,1,.37649789,8.4904041,1,3.1301863
156,8,1,.9156937,8.5102873,1,3.2841303
156,9,1,.89827365,10.136377,1,3.3699896
156,10,1,.088404886,6.309783,1,2.0557678
157,1,1,.24101929,8.0959454,0,3.2846644
157,2,1,.51716542,8.6470127,0,1.9150367
157,3,1,.82716507,7.0469446,0,2.2307479
157,4,1,.69865489,9.0157795,0,2.4091892
157,5,1,.33300564,6.5117917,0,1.5732514
157,6,1,.84252656,6.9958048,1,2.4645383
157,7,1,.42276353,8.2086201,1,3.6708903
157,8,1,.96124095,7.1783304,1,2.264276
157,9,1,.43714839,9.627697,1,3.8856297
157,10,1,.68772036,8.2220516,1,2.831867
158,1,1,.76598501,8.9598789,0,2.1552207
158,2,1,.81189233,8.6469069,0,2.4073317
158,3,1,.5941205,7.8958044,0,2.0153582
158,4,1,.99558067,7.4081359,0,2.1887007
158,5,1,.09779083,6.8222766,0,2.0742724
158,6,1,.7333957,6.7823682,1,2.7948468
158,7,1,.84224701,7.0617971,1,2.3763139
158,8,1,.97724432,8.311451,1,3.3988791
158,9,1,.84031558,8.6084528,1,2.5606508
158,10,1,.4118838,8.6831903,1,3.3275127
159,1,1,.19395542,8.5547695,0,2.6960831
159,2,1,.88244122,8.4399204,0,1.8513117
159,3,1,.6751644,9.1593094,0,2.2621093
159,4,1,.43213418,6.6314631,0,2.7329867
159,5,1,.15307388,8.8966951,0,2.7705319
159,6,1,.83939648,8.1589193,1,3.0748811
159,7,1,.99754369,7.0859995,1,2.8226147
159,8,1,.74767494,9.1185827,1,2.8410916
159,9,1,.10428485,7.6552792,1,4.7103782
159,10,1,.98418897,8.357089,1,2.810411
160,1,1,.30778265,6.4011507,0,1.3649294
160,2,1,.32773665,6.8987765,0,3.0040903
160,3,1,.21240862,7.6862316,0,2.6105168
160,4,1,.75628465,7.3563032,0,2.2919323
160,5,1,.60936362,7.7968221,0,2.9998994
160,6,1,.56956106,8.7403336,1,3.0765898
160,7,1,.35143292,7.5545592,1,2.9829128
160,8,1,.72843665,8.6384754,1,3.64924
160,9,1,.59046018,8.6744518,1,3.6197038
160,10,1,.85785955,5.7148528,1,4.0222654
161,1,1,.31362453,7.0477638,0,1.5530655
161,2,1,.2308806,7.4857492,0,2.415632
161,3,1,.080424741,8.4880867,0,2.4371755
161,4,1,.81966174,8.0569773,0,3.0631349
161,5,1,.83478934,7.7968688,0,2.9634891
161,6,1,.28775513,6.7056947,1,2.3942482
161,7,1,.856264,8.6352863,1,2.5002699
161,8,1,.89017278,8.15839,1,3.1803701
161,9,1,.58322185,8.2818441,1,3.0781622
161,10,1,.41642222,7.5525274,1,3.5123708
162,1,1,.35648724,7.6732254,0,1.9072803
162,2,1,.15079552,8.0857677,0,2.7586355
162,3,1,.27255872,9.2942295,0,3.7161522
162,4,1,.15497114,6.253448,0,1.9660515
162,5,1,.87545574,8.3240652,0,2.133302
162,6,1,.80686259,5.420671,1,1.6684287
162,7,1,.52416283,9.9947624,1,3.9788499
162,8,1,.53060126,8.3150492,1,3.0960033
162,9,1,.62962407,7.2414894,1,2.8264163
162,10,1,.24387769,7.8429241,1,4.1988978
163,1,1,.49404305,8.0846815,0,2.0794704
163,2,1,.90611535,7.0613241,0,1.1233538
163,3,1,.97386467,8.4044209,0,3.2710259
163,4,1,.47858301,8.5425138,0,2.4435008
163,5,1,.69118184,5.645618,0,2.2333167
163,6,1,.20402339,8.3405724,1,3.5293162
163,7,1,.16021989,8.0850811,1,3.535394
163,8,1,.043018181,8.6021366,1,3.8882768
163,9,1,.93017745,9.7570763,1,4.1695509
163,10,1,.013481845,7.7731161,1,3.6420388
164,1,1,.66668904,7.5167155,0,2.2316136
164,2,1,.87001252,8.0390778,0,2.515928
164,3,1,.6594013,6.4588623,0,2.8217092
164,4,1,.27734017,7.4712958,0,2.2829764
164,5,1,.73794502,8.9015865,0,3.8857667
164,6,1,.7434395,8.7460251,1,2.925319
164,7,1,.66424078,7.1002169,1,2.541116
164,8,1,.81588483,9.0713968,1,3.8954725
164,9,1,.53600943,7.8478127,1,3.3124442
164,10,1,.28674406,9.1909866,1,3.6485415
165,1,1,.61331826,9.1907349,0,1.9397854
165,2,1,.39785966,7.9936981,0,2.4625986
165,3,1,.7794373,8.8561773,0,3.43589
165,4,1,.49951467,8.8484745,0,2.3425965
165,5,1,.35008001,8.047575,0,2.4704337
165,6,1,.64564043,7.4439259,1,2.6318004
165,7,1,.22993885,8.287138,1,3.6432664
165,8,1,.6299352,7.2945805,1,2.8301859
165,9,1,.9066515,7.3583403,1,2.4731998
165,10,1,.92095673,7.7132964,1,3.3708038
166,1,1,.51038355,6.9778762,0,1.4383633
166,2,1,.13809839,9.4542904,0,2.9002836
166,3,1,.59621185,9.7678709,0,2.7099955
166,4,1,.074121803,9.5306282,0,2.8335917
166,5,1,.55115861,9.2463875,0,2.3614912
166,6,1,.82585847,8.5248146,1,2.4603949
166,7,1,.57760751,8.0225382,1,2.7051616
166,8,1,.63752204,9.7360792,1,3.5081141
166,9,1,.054559324,7.7280664,1,3.8949976
166,10,1,.71703416,9.5460033,1,4.0237055
167,1,1,.21555506,7.6744294,0,2.1087735
167,2,1,.78861767,8.1111088,0,2.5579827
167,3,1,.55264246,9.8731508,0,3.1179683
167,4,1,.37064314,5.9287529,0,2.5908177
167,5,1,.91551983,8.3159742,0,3.5150554
167,6,1,.63654977,6.9640789,1,2.5231414
167,7,1,.32109046,8.0464725,1,3.1709373
167,8,1,.36765143,7.8109169,1,2.9855149
167,9,1,.054381385,9.9844313,1,4.3477054
167,10,1,.74671799,7.6117887,1,3.3075631
168,1,1,.19665961,8.9096708,0,3.0088689
168,2,1,.094395071,7.9508095,0,1.9894919
168,3,1,.70049703,6.8715458,0,2.2921615
168,4,1,.38642114,7.4206686,0,3.0159581
168,5,1,.38687769,8.5038614,0,3.4143245
168,6,1,.46733701,6.7298088,1,2.0295253
168,7,1,.073151805,7.4813008,1,2.7353873
168,8,1,.31385291,9.2531519,1,3.5187805
168,9,1,.37877324,8.4892635,1,3.5580082
168,10,1,.65213144,7.9157991,1,3.478286
169,1,1,.79823482,7.8055735,0,2.4050586
169,2,1,.19919351,9.2739334,0,3.3249071
169,3,1,.4026292,9.520607,0,3.0533099
169,4,1,.058327306,8.4766741,0,2.9740529
169,5,1,.28378049,8.1606436,0,2.9866612
169,6,1,.91854894,7.1681156,1,2.317462
169,7,1,.38688183,6.3783374,1,2.9830892
169,8,1,.039815448,7.1878176,1,2.9570656
169,9,1,.89787602,8.6815147,1,2.9968939
169,10,1,.22961774,7.7302074,1,3.7336962
170,1,1,.54039592,9.218935,0,3.2233183
170,2,1,.75897998,9.3443737,0,2.0727232
170,3,1,.71785486,8.4007978,0,3.0350859
170,4,1,.34279075,9.1775713,0,3.3225698
170,5,1,.75015163,7.7243967,0,2.3804402
170,6,1,.91573423,8.562561,1,3.2677414
170,7,1,.3604179,7.4269304,1,2.9371359
170,8,1,.60649735,8.762495,1,3.5748641
170,9,1,.13436069,9.267231,1,3.9715919
170,10,1,.32557693,8.908535,1,4.1396627
171,1,1,.63908899,7.7869129,0,1.0083786
171,2,1,.37880114,7.3194847,0,1.9892217
171,3,1,.36233863,8.2829323,0,3.4098833
171,4,1,.65004128,8.1947117,0,2.5185754
171,5,1,.43897292,7.92202,0,2.504077
171,6,1,.40936071,7.7663431,1,3.8473175
171,7,1,.26706627,8.32586,1,3.3717759
171,8,1,.75974381,7.5162354,1,2.3082147
171,9,1,.32993591,9.6883965,1,3.5166988
171,10,1,.36382499,8.5744495,1,4.2909026
172,1,1,.039039832,7.8129869,0,2.8159688
172,2,1,.29386279,8.7562933,0,2.5539248
172,3,1,.51301032,6.5758615,0,1.9157408
172,4,1,.096810691,9.3760748,0,3.4980295
172,5,1,.53447056,7.3074117,0,2.343966
172,6,1,.61059207,8.094635,1,2.4075143
172,7,1,.69117802,8.7460384,1,3.154223
172,8,1,.19996265,7.5009384,1,3.6355438
172,9,1,.49946466,9.2277489,1,3.0822742
172,10,1,.89013213,8.4267406,1,3.6113768
173,1,1,.70537198,6.9830303,0,1.3236771
173,2,1,.47749737,7.4159999,0,2.0453625
173,3,1,.64667994,9.005127,0,2.8720362
173,4,1,.88051319,9.1775799,0,2.7500608
173,5,1,.1216764,8.6046362,0,3.9106343
173,6,1,.24843913,9.7441616,1,3.788944
173,7,1,.11114447,8.2159472,1,3.1424973
173,8,1,.33021247,8.6587429,1,3.8749766
173,9,1,.84270757,7.9976234,1,3.7975948
173,10,1,.89618778,7.3623514,1,3.4838035
174,1,1,.22570924,8.8855772,0,1.8115051
174,2,1,.34627512,7.832087,0,2.0434201
174,3,1,.077679113,9.3403549,0,2.8976269
174,4,1,.95743841,9.0051746,0,1.9932369
174,5,1,.53439653,8.5376587,0,3.3164756
174,6,1,.22296792,6.3754725,1,2.2228925
174,7,1,.38910642,8.3996744,1,2.6828978
174,8,1,.59700435,8.7906303,1,3.2172372
174,9,1,.87056535,8.7602606,1,3.3162739
174,10,1,.02136009,7.6637211,1,3.037972
175,1,1,.63629943,8.3866024,0,2.011462
175,2,1,.011586701,9.442934,0,3.7130804
175,3,1,.32437146,7.3187094,0,3.1926024
175,4,1,.74047267,7.5906701,0,1.8279132
175,5,1,.27471775,8.7519455,0,3.0559149
175,6,1,.33142489,7.4791408,1,3.1302905
175,7,1,.81749225,7.8863673,1,2.8890004
175,8,1,.38748083,9.0370302,1,3.5317769
175,9,1,.17762417,9.0248928,1,3.6378779
175,10,1,.43688461,7.83288,1,3.5215642
176,1,1,.088252798,8.8934698,0,2.8580358
176,2,1,.40027159,7.9729748,0,2.4976368
176,3,1,.3454465,8.3098011,0,3.5256021
176,4,1,.96489847,8.1430302,0,2.7833405
176,5,1,.43067792,7.039155,0,2.941781
176,6,1,.074628413,8.631937,1,2.921628
176,7,1,.070835993,6.9735785,1,3.306334
176,8,1,.24903487,8.6540079,1,2.7509344
176,9,1,.6309157,7.5737629,1,3.5217137
176,10,1,.12261306,8.5362406,1,3.9106395
177,1,1,.88614476,10.329832,0,3.549685
177,2,1,.41534299,7.4601326,0,1.5099344
177,3,1,.88305449,6.866879,0,2.0189657
177,4,1,.64330405,6.639163,0,1.8523947
177,5,1,.15070851,6.3887901,0,2.9222741
177,6,1,.83968514,8.3115196,1,3.7985616
177,7,1,.025669368,8.9971867,1,3.7786136
177,8,1,.75097549,9.3017731,1,2.6395283
177,9,1,.093234763,7.945437,1,2.6914063
177,10,1,.23208649,7.4997554,1,3.8483889
178,1,1,.049830385,7.3668528,0,2.8461659
178,2,1,.90783042,8.2875023,0,2.8295169
178,3,1,.95299107,9.0900679,0,2.5507634
178,4,1,.29410139,7.1433039,0,3.4730837
178,5,1,.18403214,8.6997967,0,3.3585579
178,6,1,.59951723,7.8679953,1,2.9107296
178,7,1,.87713444,9.1613846,1,4.3651175
178,8,1,.86865509,8.7900429,1,3.7519968
178,9,1,.69782424,7.49366,1,2.7816217
